hmdb_id,smiles,pubchem_cid,inchikey
HMDB0060482,CCCCCCCCCCCCC/C=C/C=O,5280541,KLJFYXOVGVXZKT-CCEZHUSRSA-N
HMDB0060493,C[C@H](C(=O)O)O[C@H]1[C@@H]([C@H](OC([C@@H]1NC(=O)C)O)CO)O,5462244,MNLRQHMNZILYPY-MKFCKLDKSA-N
HMDB0060501,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCCCC,17754131,LVNGJLRDBYCPGB-KDXMTYKHSA-N
HMDB0060502,CC1=C(C2=CC=CC=C2C(=C1C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O)O,5280585,BUFJIHPUGZHTHL-NKFFZRIASA-N
HMDB0060515,C(=C/Cl)\C(=O)O,638124,MHMUCYJKZUZMNJ-OWOJBTEDSA-N
HMDB0060834,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OS(=O)(=O)O,45479248,UCAJZNVFRVLULS-UHFFFAOYSA-N
HMDB0061095,C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/C1=C(CCCC1(C)C)CO,6506224,XSJOIRFEYHJNAW-FCKHSPHMSA-N
HMDB0061185,C(/C=C/C(=O)O)C(=O)O,5280498,XVOUMQNXTGKGMA-OWOJBTEDSA-N
HMDB0061384,CC(=O)NCCCN1CCCC1=O,129397,OAUYENAPBFTAQT-UHFFFAOYSA-N
HMDB0061652,CCCC(CC(=O)O)O,151492,HPMGFDVTYHWBAG-UHFFFAOYSA-N
HMDB0061654,CCCCCCCCC(CC(=O)O)O,3083221,FARPMBPKLYEDIL-UHFFFAOYSA-N
HMDB0061655,CCCCCCCCCCC(CC(=O)O)O,5312749,CWSNHZHHWHLJIM-UHFFFAOYSA-N
HMDB0061657,CCCCCCCCCCCCC(CC(=O)O)O,182089,ATMSEJBABXCWDW-UHFFFAOYSA-N
HMDB0061658,CCCCCCCCCCCCCC(CC(=O)O)O,301590,CBWALJHXHCJYTE-UHFFFAOYSA-N
HMDB0061659,CCCCCCCCCCCCCCCCCCC(C(=O)O)O,5225199,CPLYLXYEVLGWFJ-UHFFFAOYSA-N
HMDB0061660,CCCCCCCCCCCCCCCCCCCCC(C(=O)O)O,193484,RPGJJWLCCOPDAZ-UHFFFAOYSA-N
HMDB0061661,CCCCCCCCCC(CCCCCCCC(=O)O)O,9570127,RKHXDCVAPIMDMG-UHFFFAOYSA-N
HMDB0061662,CCCCCC(CCCCCCCCCCCC(=O)O)O,5282911,MRWKWISFCDSNQN-UHFFFAOYSA-N
HMDB0061666,CC(C)CCCC(C)CCCC(C)CCCC(C)C(C(=O)O)O,189026,CGKMKXBKVBXUGK-UHFFFAOYSA-N
HMDB0061684,CCC(C)C(C(=O)O)NC(=O)C,306109,JDTWZSUNGHMMJM-UHFFFAOYSA-N
HMDB0061695,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)O,71296207,UOXRPRZMAROFPH-IESLQMLBSA-N
HMDB0061697,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(CO)O)O,10029397,HFJVKBVEKQHVTO-UHFFFAOYSA-N
HMDB0061703,CCCCCCCCCCCCCCCCCC(=O)OC(CO)COP(=O)(O)OCC(CO)O,45479454,ZYKIFISVQNGKFE-UHFFFAOYSA-N
HMDB0061706,CCCCCCC(CCCCCCCCCCC(=O)O)O,7789,ULQISTXYYBZJSJ-UHFFFAOYSA-N
HMDB0061708,CCCCC[C@@H](/C=C/C=C\CCCCCCCC(=O)O)O,6443013,HNICUWMFWZBIFP-IRQZEAMPSA-N
HMDB0061710,CC(C)CCCCCCCCCCCCCCCC(=O)O,3083779,YETXGSGCWODRAA-UHFFFAOYSA-N
HMDB0061711,COP(=O)(O)O,13130,CAAULPUQFIIOTL-UHFFFAOYSA-N
HMDB0061714,CCCCC/C=C/C/C=C/CCCCCCCCCCCC(=O)O,5282807,HVGRZDASOHMCSK-AVQMFFATSA-N
HMDB0061715,COC(=O)CCC(C(=O)O)N,73913,ZGEYCCHDTIDZAE-UHFFFAOYSA-N
HMDB0061734,COP(=O)(O)OC,13134,KKUKTXOBAWVSHC-UHFFFAOYSA-N
HMDB0061736,CCOP(=S)(OCC)S,9274,IRDLUHRVLVEUHA-UHFFFAOYSA-N
HMDB0061738,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,9555,PCIUEQPBYFRTEM-UHFFFAOYSA-N
HMDB0061781,CCCC(C)CCCCCCCCC(=O)O,22251834,OVRJJCKGCSPVGT-UHFFFAOYSA-N
HMDB0061782,CCCCCCCCCCCCCCCCCCCCC,12403,FNAZRRHPUDJQCJ-UHFFFAOYSA-N
HMDB0061803,CCCCCC/C=C\CC,5362723,GVRWIAHBVAYKIZ-ALCCZGGFSA-N
HMDB0061805,CCCC[C@H](CC)COC(=O)C,10654786,WOYWLLHHWAMFCB-JTQLQIEISA-N
HMDB0061807,CC(=O)OC(C1=CC=CC=C1)C(Cl)(Cl)Cl,7007,JKRWZLOCPLZZEI-UHFFFAOYSA-N
HMDB0061812,CCCCC/C=C/CCCC,5364447,NGCRXXLKJAAUQQ-PKNBQFBNSA-N
HMDB0061815,CCCCCCC1=CC=CC=C1,14109,LTEQMZWBSYACLV-UHFFFAOYSA-N
HMDB0061818,CCCCCCC/C=C\C=C\C,5365771,NJMCFBIRFRIKSQ-PKWCJPJFSA-N
HMDB0061819,CCCCCCCCC/C=C/C,5352911,ADOQBZAVKYCFOI-HWKANZROSA-N
HMDB0061820,CCCCCCCC/C=C\CC,5364450,WLTSXAIICPDFKI-ALCCZGGFSA-N
HMDB0061821,CCCCCCCC/C=C/CC,5362826,WLTSXAIICPDFKI-FNORWQNLSA-N
HMDB0061822,C(COCCOCCOCCOCCOCCO)O,17472,IIRDTKBZINWQAW-UHFFFAOYSA-N
HMDB0061827,CCCCCC/C=C\CCCCC,5356954,QHOMPCGOCNNMFK-QBFSEMIESA-N
HMDB0061828,CCCC(C)CCCCCCCC(=O)O,5282643,NQWYEPPIHUGBHF-UHFFFAOYSA-N
HMDB0061829,CCCCCCCCCC(=O)OC(C)C,16833,PKPPDYGHKDIKBH-UHFFFAOYSA-N
HMDB0061833,CCCCCC/C=C/CCCCCC,5364651,UBDIXSAEHLOROW-BUHFOSPRSA-N
HMDB0061834,CCCCCCCCCCCCC=C,14260,HFDVRLIODXPAHB-UHFFFAOYSA-N
HMDB0061855,CCCCCCCCCCCC(C)CCC,17751,ODDVOCXSLXTIIU-UHFFFAOYSA-N
HMDB0061856,CCCCCCCCOCCCCCCCC,12399,NKJOXAZJBOMXID-UHFFFAOYSA-N
HMDB0061858,CCCCCCCC/C=C\CCCCCC(=O)OC,14029831,FXCDESKKWMGGON-KHPPLWFESA-N
HMDB0061859,CCCCCCCCCCCCCCCC(=O)OC,8181,FLIACVVOZYBSBS-UHFFFAOYSA-N
HMDB0061862,CCCCCCCCCCCCCCCCCC(=O)C,69423,IEDKVDCIEARIIU-UHFFFAOYSA-N
HMDB0061863,CCCCCCCCCCCCCCCC(C)CC,110905,PGZRTPKNSFMAOP-UHFFFAOYSA-N
HMDB0061866,CCCCCCCCCCCCCCCCCCCCCCC,12534,FIGVVZUWCLSUEI-UHFFFAOYSA-N
HMDB0061867,CCCCCCCCCCCCCCCCCCCCCCCCCC,12407,HMSWAIKSFDFLKN-UHFFFAOYSA-N
HMDB0061868,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,12408,ZYURHZPYMFLWSH-UHFFFAOYSA-N
HMDB0061877,C(C(CN)O)C(=O)O,2149,YQGDEPYYFWUPGO-UHFFFAOYSA-N
HMDB0061880,CC(=O)NCCC(=O)O,76406,LJLLAWRMBZNPMO-UHFFFAOYSA-N
HMDB0061883,CCCCCC(=O)O,8892,FUZZWVXGSFPDMH-UHFFFAOYSA-N
HMDB0061886,CCCCC(C)O,12297,QNVRIHYSUZMSGM-UHFFFAOYSA-N
HMDB0061890,C1CC(=O)NC1C(=O)C(C(=O)O)N,20977730,MGEFGYONNZYSPY-UHFFFAOYSA-N
HMDB0061896,CCCC(=O)C(C)C,23847,HIGGFWFRAWSMBR-UHFFFAOYSA-N
HMDB0061898,CC1=C(CCC1)C(=O)C,137847,HDURLXYBKGWETC-UHFFFAOYSA-N
HMDB0061900,CCC/C=C/C=C/C,5367588,NZLCAHVLJPDRBL-VSAQMIDASA-N
HMDB0061902,CC(=CC=C(C)C)C,12992,DZPCYXCBXGQBRN-UHFFFAOYSA-N
HMDB0061905,CCCC/C=C\CC,5362722,YCTDZYMMFQCTEO-ALCCZGGFSA-N
HMDB0061907,CCCCC(=C)CC,15404,XTVRLCUJHGUXCP-UHFFFAOYSA-N
HMDB0061912,CC1CCC(CC1C)O,97960,ZBAXJUPCYVIBSP-UHFFFAOYSA-N
HMDB0061924,CCC(C)CCC(C)CC(C)C(C)C,545611,XTIADNINQBIUNR-UHFFFAOYSA-N
HMDB0061927,C(CCO)CC(=O)O,25945,PHOJOSOUIAQEDH-UHFFFAOYSA-N
HMDB0061945,CCC/C=C(\CC)/C=O,5354264,PYLMCYQHBRSDND-SOFGYWHQSA-N
HMDB0061946,CCCCCCCCCCCC(=O)OCCCCCC,94454,CMBYOWLFQAFZCP-UHFFFAOYSA-N
HMDB0062119,CCCCCCOC(=O)CCCC,70694,YERFHJZYNMRVLO-UHFFFAOYSA-N
HMDB0062175,C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)O,11075454,IIRJJZHHNGABMQ-WPRPVWTQSA-N
HMDB0062176,C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)O)O,57329455,BUMIGZVUJKNXCO-BQBZGAKWSA-N
HMDB0062177,C[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)O,57329379,XBOGARDIMVJTKF-XVKPBYJWSA-N
HMDB0062178,C[C@@H](C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O)O,131770415,AQHJZWISLYVACJ-UFBFGSQYSA-N
HMDB0062186,C(C(C(=O)O)N)C(=O)O,424,CKLJMWTZIZZHCS-UHFFFAOYSA-N
HMDB0062190,CCCCCCCCCCCCCCCC(=O)OCC(=O)COP(=O)(O)O,167650,MLWXSIMRTQAWHY-UHFFFAOYSA-N
HMDB0062203,CC(C)C[C@@H](C(=O)O)N,6106,ROHFNLRQFUQHCH-YFKPBYRVSA-N
HMDB0062218,CCCC/C=C\CCCCCCCCCCCC(=O)O,5312441,BDLLSHRIFPDGQB-WAYWQWQTSA-N
HMDB0062219,CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O,5312554,HVGRZDASOHMCSK-HZJYTTRNSA-N
HMDB0062238,CCCCCCCC/C=C\C/C=C\CCCCC(=O)O,5312483,ZMKDEQUXYDZSNN-UTJQPWESSA-N
HMDB0062242,CCCCCCCCCC/C=C\CCCCCC(=O)O,5282755,RVUCYJXFCAVHNC-QXMHVHEDSA-N
HMDB0062248,CCCC/C=C/CCCCCCCC(=O)O,5312402,YWWVWXASSLXJHU-AATRIKPKSA-N
HMDB0062275,CC/C=C\C[C@@H]1[C@@H]([C@H](CC1=O)O)/C=C/[C@H](C/C=C\C/C=C\CCC(=O)O)O,131840506,HKRPDTDZWZZKNW-FDNWMAQMSA-N
HMDB0062276,CC/C=C\C[C@H]1[C@@H](CC(=O)[C@H]1/C=C/[C@H](C/C=C\C/C=C\CCC(=O)O)O)O,131840634,IFQRUHXGXJVRNV-ZNQQBSSQSA-N
HMDB0062281,CCCCC/C=C\[C@@H](/C=C\CCCCCCCC(=O)O)OO,5281026,PLWDMWAXENHPLY-PDBSFCERSA-N
HMDB0062286,CCCCC/C=C\C/C=C/C=C/C=C/[C@H]([C@H](CCCC(=O)O)O)SC[C@@H](C(=O)O)N,5283136,OTZRAYGBFWZKMX-DVFCZEDWSA-N
HMDB0062290,CCCCC/C=C\C[C@@H](CC/C=C\C/C=C\CCCC(=O)O)O,5283149,RFAKHEWADWLSJX-ZIQRGBBDSA-N
HMDB0062291,CCCCCC(=O)CC/C=C\C=C\C=C\[C@H]([C@H](CCCC(=O)O)O)O,52921885,FPRPRBFSKMFXRV-JWVNNVTNSA-N
HMDB0062293,CC/C=C\C[C@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)O,52921892,WLKCSMCLEKGITB-MXTKCVSJSA-N
HMDB0062294,CCCCC[C@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)O,5283169,JSFATNQSLKRBCI-UDQWCNDOSA-N
HMDB0062296,CC/C=C\C[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)O,5283192,WLKCSMCLEKGITB-DBVSHIMFSA-N
HMDB0062297,CCCCCC(=O)/C=C/[C@@H]1[C@H]([C@H](CC1=O)O)C/C=C\CCCC(=O)O,5280727,XEQAHADLFLAPQL-RBIQQSKKSA-N
HMDB0062298,CCCCC/C=C/C=C/1\[C@H]([C@H](CC1=O)O)C/C=C\CCCC(=O)O,5283052,QUGBPWLPAUHDTI-PLGLXCLHSA-N
HMDB0062302,CCC(CC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O)O,6442778,PPCHNRUZQWLEMF-XBOCNYGYSA-N
HMDB0062325,CCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)O)O,11825433,XLVRFPVHQPHXAA-LJQANCHMSA-N
HMDB0062378,C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C=O,21121725,PGGIMLIQOHYFIS-PUXRVUTHSA-N
HMDB0062379,C[C@H](CCCC(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C=O,15698824,MKMLAQLNFVFNRK-PUXRVUTHSA-N
HMDB0062381,C[C@H](CCCC(C)C)[C@H]1CC=C2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C,167817,OGQJUYXFIOFTMA-PBJLWWPKSA-N
HMDB0062383,C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H]([C@@]4(C)C(=O)O)O)C)C,22298938,MYWAIWDQTCHPTH-LJAIZBFVSA-N
HMDB0062385,C[C@H](CCC=C(C)C)[C@H]1CCC2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H]([C@H]4C(=O)O)O)C)C,42608397,JHIWIFRQJXLNEU-CEDIQTLQSA-N
HMDB0062386,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H]([C@H]4C(=O)O)O)C)C,44263318,RODBXVVNKJCWQR-GSQAGGHASA-N
HMDB0062389,C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H]([C@H]4C=O)O)C)C,22298941,ZLQSSFNCEUGGJF-NUESBDPTSA-N
HMDB0062391,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H]([C@@]4(C)CO)O)C)C,44263321,UVSRXDFMOZKKGE-WKYRUEGDSA-N
HMDB0062392,C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H]([C@H]4CO)O)C)C,22298940,ORZKEIGPXNMCHC-NUESBDPTSA-N
HMDB0062393,C[C@H]1[C@@H]2CCC3=C([C@]2(CCC1=O)C)CC[C@]4([C@H]3CC[C@@H]4[C@H](C)CCCC(C)C)C,44263323,SDZUXFFGOQZLPK-SINUOACOSA-N
HMDB0062394,C[C@H]1[C@@H]2CCC3=C([C@]2(CC[C@@H]1O)C)CC[C@]4([C@H]3CC[C@@H]4[C@H](C)CCCC(C)C)C,6452640,SCEZIHJVTBQOLS-YIJYGBTNSA-N
HMDB0062399,C[C@H](CCC(C(C)C)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](CC4=CC(=O)CC[C@]34C)O)O)C,24755588,JZKUXZQOULZTIJ-GZQVFMGISA-N
HMDB0062400,C[C@H](CCCC(C)CO)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](CC4=CC(=O)CC[C@]34C)O)O)C,24755528,WOODKECARRKLJJ-DIJRFRLPSA-N
HMDB0062401,C[C@H](CCC(C(C)C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](CC4=CC(=O)CC[C@]34C)O)C,24755589,LFFHZNXDGBQZCO-XGEBBOSUSA-N
HMDB0062403,C1=CC(=C(C=C1CC(=O)O)[N+](=O)[O-])O,447364,QBHBHOSRLDPIHG-UHFFFAOYSA-N
HMDB0062408,CC/C=C\C/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)O)O,5283193,FTAGQROYQYQRHF-GHWNLOBHSA-N
HMDB0062409,CCCCC/C=C/CC(/C=C/C=C/C=C/C(CCCC(=O)O)O)O,5312972,VNYSSYRCGWBHLG-XUOUMLBJSA-N
HMDB0062414,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CCC(=O)C4)C)C,44263324,RZSXSHNNQBIPTL-ZSBATXSLSA-N
HMDB0062417,C[C@H](CCC(C(C)CO)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,5284199,KOHAQNVGTABZFS-ZUMVMERMSA-N
HMDB0062418,C[C@H](CCC(C(C)C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,5284198,VDKSIHRRZLCAGD-RESWAWEDSA-N
HMDB0062419,C[C@H](CCC(C(C)C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CCC(=O)C4)C)O)C,24755523,FGKQZAUZOBFLBY-YUOMIZQASA-N
HMDB0062420,C[C@H](CCCC(C)CO)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CCC(=O)C4)C)O)C,24755529,HXGWUGDCIVSGLK-QOXJXTBWSA-N
HMDB0062421,C[C@H](CC(CC(C)(C)O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,5284212,OXSBBBPDYVCAKC-JZXYSUIZSA-N
HMDB0062432,CCCCCCCC/C=C\C/C=C\CCCCCCC(=O)O,5312528,XUJWOMMOEOHPFP-UTJQPWESSA-N
HMDB0062433,CCCCC/C=C\C/C=C\C=C\C(C/C=C\CCCC(=O)O)O,11976122,NLUNAYAEIJYXRB-HEJOTXCHSA-N
HMDB0062434,CCCCC/C=C\C=C\[C@H](CCCCCCCC(=O)O)OO,9548877,JGUNZIWGNMQSBM-UINYOVNOSA-N
HMDB0062436,CCCCCCCCCC/C=C\CCCCCCCC(=O)O,5282767,LQJBNNIYVWPHFW-QXMHVHEDSA-N
HMDB0062437,CCCCCCC/C=C\CCCCCCCC(=O)O,5282748,QSBYPNXLFMSGKH-HJWRWDBZSA-N
HMDB0062452,CCCCCCCC/C=C\CCCCCCCCCCCCCCCC(=O)O,5282775,RQIDQEBURXNDKG-KTKRTIGZSA-N
HMDB0062454,CCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,24779603,RLMIGWIAENJHMP-RJRTUNKTSA-N
HMDB0062455,CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,16061338,REFJKOQDWJELKE-AKLGJIFXSA-N
HMDB0062456,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,16219158,SQHUGNAFKZZXOT-QXAJUEOOSA-N
HMDB0062457,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,42608400,XOLZNHXNFMEUGA-DCDLNIKOSA-N
HMDB0062458,CCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,24779601,LAMGDJMPDNVWTB-BJZZQDJASA-N
HMDB0062459,CCCCCCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,16061336,SUOVMGLZSOAHJY-JREUTYQLSA-N
HMDB0062461,CCCCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,118246,XHRPOTDGOASDJS-XNTGVSEISA-N
HMDB0062502,C1[C@@H]([C@H]([C@@H](OC1(C(=O)O)O)[C@@H]([C@@H](CO)O)O)NC(=O)CO)O,440001,FDJKUWYYUZCUJX-PGIATKPXSA-N
HMDB0062520,C[C@@H](CCC[C@@H](C)CCCC(C)CC(=O)O)CCCC(C)C,468706,RLCKHJSFHOZMDR-PWCSWUJKSA-N
HMDB0062546,CCCCC(CC)C(=O)O,8697,OBETXYAYXDNJHR-UHFFFAOYSA-N
HMDB0062549,CCCCCCCCCCCCCCCCC(C(=O)O)O,69417,KIHBGTRZFAVZRV-UHFFFAOYSA-N
HMDB0062551,CCC1=CC=C(C=C1)OS(=O)(=O)O,20822574,DWZGLEPNCRFCEP-UHFFFAOYSA-N
HMDB0062557,C[C@H]([C@@H](C(=O)O)NC(=O)C)O,152204,PEDXUVCGOLSNLQ-WUJLRWPWSA-N
HMDB0062558,C1CC(=O)NC(=O)C1N,134508,NPWMTBZSRRLQNJ-UHFFFAOYSA-N
HMDB0062562,C1=C(NC=N1)/C=C/C(=O)O,736715,LOIYMIARKYCTBW-OWOJBTEDSA-N
HMDB0062566,CCCCCCCCCCCCCCCCCC(CC(=O)O)O,5282918,XXKHCFPQYSMGCI-UHFFFAOYSA-N
HMDB0062595,C1=CC(=CC(=C1)O)C(CO)C(=O)O,22600106,DGBMCKWHCNMPPE-UHFFFAOYSA-N
HMDB0062596,C[C@H](CCCCCC(=O)O)O,5312863,OFCMTSZRXXFMBQ-SSDOTTSWSA-N
HMDB0062598,CCCCCCC(C)CC(C)CCC,545627,FNUQJWPIADDMRS-UHFFFAOYSA-N
HMDB0062602,CCCCCCCCCCCCCCCCCCCCC=C,74138,SPURMHFLEKVAAS-UHFFFAOYSA-N
HMDB0062611,C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3C[C@H](C4=O)O)C)OS(=O)(=O)O,20848951,ALBNSVAJDFJRKQ-DNKQKWOHSA-N
HMDB0062612,C1[C@H]([C@@H]([C@H](C1=O)C/C=C\CCCC(=O)O)/C=C/[C@H](CCC2=CC=CC=C2)O)O,5283068,FOBVMYJQWZOGGJ-XYRJXBATSA-N
HMDB0062615,CCCCC/C=C\C=C\[C@@H](C/C=C\C=C\[C@H](CCCC(=O)O)O)O,45104915,GVBURXXHWSCJSI-ZZHGHEOFSA-N
HMDB0062618,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1CC(=O)CCC(=O)O)O)O)O,5283084,DNKGWNLXBRCUCF-NLOSNHEGSA-N
HMDB0062652,CCCCC/C=C\C=C\C(CCCCCCCC(=O)O)O,5282944,NPDSHTNEKLQQIJ-ZJHFMPGASA-N
HMDB0062656,CCCCC/C=C\C/C=C\CCCCCCCC(=O)N,6435901,SFIHQZFZMWZOJV-HZJYTTRNSA-N
HMDB0062657,C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)OS(=O)(=O)O,9929317,ZMITXKRGXGRMKS-LUJOEAJASA-N
HMDB0062659,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCC,5354342,WIBFFTLQMKKBLZ-SEYXRHQNSA-N
HMDB0062660,CN[C@@H](CCC(=O)O)C(=O)O,439377,XLBVNMSMFQMKEY-BYPYZUCNSA-N
HMDB0062686,C[C@H](C[C@@H](CC(C)(C)O)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,9547450,NHRGJVVEKNHIIE-KWJCNBFNSA-N
HMDB0062688,CCCCCC(/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO,6437084,BFWYTORDSFIVKP-USWFWKISSA-N
HMDB0062703,CCCCCCCC/C=C/CCCCCCCC(=O)O,637517,ZQPPMHVWECSIRJ-MDZDMXLPSA-N
HMDB0062707,C(C(C(=O)O)OP(=O)(O)O)O,59,GXIURPTVHJPJLF-UHFFFAOYSA-N
HMDB0062712,C[C@H](CC/C=C(\C)/C(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,5284291,VEEPNZJORQZZNC-FLTYDXKWSA-N
HMDB0062737,CCCCCCCC/C(=C\CCCCCCCC(=O)O)/[N+](=O)[O-],24836820,WRADPCFZZWXOTI-BMRADRMJSA-N
HMDB0062738,CCCCCCCC/C=C(\CCCCCCCC(=O)O)/[N+](=O)[O-],11645581,CQOAKBVRRVHWKV-SAPNQHFASA-N
HMDB0062742,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CCC(=O)C4)C)O)C,160738,WMUMZOAFCDOTRW-OVEHVULHSA-N
HMDB0062758,C(C(C(=O)OP(=O)(O)O)O)OP(=O)(O)O,683,LJQLQCAXBUHEAZ-UHFFFAOYSA-N
HMDB0062767,C1CCNC(C1)C(=O)O,849,HXEACLLIILLPRG-UHFFFAOYSA-N
HMDB0062779,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COS(=O)(=O)O)O)C)O,102172,JOVLCJDINAUYJW-VWUMJDOOSA-N
HMDB0062780,CC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,92145,DJPZSBANTAQNFN-PXQJOHHUSA-N
HMDB0062782,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,31402,AURFZBICLPNKBZ-YZRLXODZSA-N
HMDB0062784,CCCCCCCCCCCCC/C=C/C=C/C(=O)O,5312457,ADHNUPOJJCKWRT-JLXBFWJWSA-N
